Res_Geo_Short,Work_Geo_Short,Year,Total,Drove alone,2-person carpool,3-person carpool,4-person carpool,5-or-6-person carpool,7-or-more-person carpool,Bus,Streetcar or trolley,Subway,Railroad,Ferry,Bicycle,Walked,Taxi,Motorcycle,Other,Worked at home,Source
San Benito,Sonoma,2016,60,60,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,CTPP_A302103_5YR_2016
San Bernardino,Sonoma,2016,55,4,0,40,0,0,0,10,0,0,0,0,0,0,0,0,0,0,CTPP_A302103_5YR_2016
San Diego,Sonoma,2016,35,35,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,CTPP_A302103_5YR_2016
San Francisco,Sonoma,2016,955,715,40,0,0,25,35,50,15,10,0,0,25,20,0,10,15,0,CTPP_A302103_5YR_2016
San Joaquin,Sonoma,2016,175,160,0,4,0,4,0,0,0,0,0,0,0,0,0,0,0,0,CTPP_A302103_5YR_2016
San Luis Obispo,Sonoma,2016,20,10,0,0,0,0,15,0,0,0,0,0,0,0,0,0,0,0,CTPP_A302103_5YR_2016
San Mateo,Sonoma,2016,150,90,15,0,0,0,0,0,0,0,0,0,15,0,0,0,30,0,CTPP_A302103_5YR_2016
Santa Barbara,Sonoma,2016,45,45,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,CTPP_A302103_5YR_2016
Santa Clara,Sonoma,2016,485,410,55,20,0,0,0,0,0,0,0,0,0,0,0,0,0,0,CTPP_A302103_5YR_2016
Santa Cruz,Sonoma,2016,55,50,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,CTPP_A302103_5YR_2016
Shasta,Sonoma,2016,80,65,15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,CTPP_A302103_5YR_2016
Siskiyou,Sonoma,2016,30,30,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,CTPP_A302103_5YR_2016
Solano,Sonoma,2016,2935,2490,270,95,25,0,4,0,0,0,0,0,30,10,0,15,0,0,CTPP_A302103_5YR_2016
Sonoma,Sonoma,2016,201875,151675,14960,3200,1395,400,220,2310,0,35,0,15,2310,7360,55,685,1220,16030,CTPP_A302103_5YR_2016
Stanislaus,Sonoma,2016,35,35,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,CTPP_A302103_5YR_2016
Sutter,Sonoma,2016,4,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,CTPP_A302103_5YR_2016
Tehama,Sonoma,2016,4,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,CTPP_A302103_5YR_2016
Trinity,Sonoma,2016,10,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,CTPP_A302103_5YR_2016
Ventura,Sonoma,2016,15,15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,CTPP_A302103_5YR_2016
Yolo,Sonoma,2016,55,55,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,CTPP_A302103_5YR_2016
Yuba,Sonoma,2016,15,15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,CTPP_A302103_5YR_2016
Alameda,Stanislaus,2016,590,540,10,10,0,0,10,0,0,0,4,0,0,0,0,10,0,0,CTPP_A302103_5YR_2016
Amador,Stanislaus,2016,4,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,CTPP_A302103_5YR_2016
Calaveras,Stanislaus,2016,620,605,0,0,0,0,0,0,0,0,0,0,0,0,15,0,0,0,CTPP_A302103_5YR_2016
Colusa,Stanislaus,2016,4,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,CTPP_A302103_5YR_2016
Contra Costa,Stanislaus,2016,375,320,45,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,CTPP_A302103_5YR_2016
El Dorado,Stanislaus,2016,4,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,CTPP_A302103_5YR_2016
Fresno,Stanislaus,2016,525,310,135,75,4,0,0,0,0,0,0,0,0,0,0,0,0,0,CTPP_A302103_5YR_2016
Glenn,Stanislaus,2016,4,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,CTPP_A302103_5YR_2016
Imperial,Stanislaus,2016,45,45,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,CTPP_A302103_5YR_2016
Kern,Stanislaus,2016,125,115,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,0,CTPP_A302103_5YR_2016
Los Angeles,Stanislaus,2016,180,85,10,10,0,0,0,15,0,0,0,0,0,0,0,15,45,0,CTPP_A302103_5YR_2016
Madera,Stanislaus,2016,350,270,30,20,30,0,0,0,0,0,0,0,0,0,0,0,0,0,CTPP_A302103_5YR_2016
Marin,Stanislaus,2016,35,35,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,CTPP_A302103_5YR_2016
Mariposa,Stanislaus,2016,210,195,0,10,0,0,0,0,0,0,0,0,0,0,0,0,4,0,CTPP_A302103_5YR_2016
Merced,Stanislaus,2016,11130,9505,860,230,110,35,15,4,0,0,0,0,0,80,0,0,295,0,CTPP_A302103_5YR_2016
Monterey,Stanislaus,2016,40,35,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,CTPP_A302103_5YR_2016
Napa,Stanislaus,2016,20,20,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,CTPP_A302103_5YR_2016
Orange,Stanislaus,2016,70,55,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,CTPP_A302103_5YR_2016
Placer,Stanislaus,2016,55,40,15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,CTPP_A302103_5YR_2016
Riverside,Stanislaus,2016,35,15,0,0,20,0,0,0,0,0,0,0,0,0,0,0,0,0,CTPP_A302103_5YR_2016
Sacramento,Stanislaus,2016,725,615,70,30,0,0,0,0,0,0,0,0,0,0,0,0,10,0,CTPP_A302103_5YR_2016
San Bernardino,Stanislaus,2016,50,50,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,CTPP_A302103_5YR_2016
San Diego,Stanislaus,2016,15,15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,CTPP_A302103_5YR_2016
San Francisco,Stanislaus,2016,80,80,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,CTPP_A302103_5YR_2016
San Joaquin,Stanislaus,2016,11825,10075,1100,285,75,95,20,0,0,0,35,0,10,50,0,30,50,0,CTPP_A302103_5YR_2016
Santa Barbara,Stanislaus,2016,4,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,CTPP_A302103_5YR_2016
Santa Clara,Stanislaus,2016,345,295,50,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,CTPP_A302103_5YR_2016
Santa Cruz,Stanislaus,2016,50,45,0,0,0,10,0,0,0,0,0,0,0,0,0,0,0,0,CTPP_A302103_5YR_2016
Shasta,Stanislaus,2016,10,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,CTPP_A302103_5YR_2016
Solano,Stanislaus,2016,60,60,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,CTPP_A302103_5YR_2016
Sonoma,Stanislaus,2016,15,15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,CTPP_A302103_5YR_2016
Stanislaus,Stanislaus,2016,157605,126480,10905,2200,845,595,110,1410,0,30,10,15,1015,3370,130,450,1110,8930,CTPP_A302103_5YR_2016
Sutter,Stanislaus,2016,10,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,CTPP_A302103_5YR_2016
Tulare,Stanislaus,2016,45,20,10,0,15,0,0,0,0,0,0,0,0,0,0,0,0,0,CTPP_A302103_5YR_2016
Tuolumne,Stanislaus,2016,575,550,20,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,CTPP_A302103_5YR_2016
Ventura,Stanislaus,2016,25,15,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,CTPP_A302103_5YR_2016
Yolo,Stanislaus,2016,55,35,15,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,CTPP_A302103_5YR_2016
Alameda,Sutter,2016,4,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,CTPP_A302103_5YR_2016
Butte,Sutter,2016,1385,1270,25,20,15,0,0,0,0,0,0,0,15,0,0,0,50,0,CTPP_A302103_5YR_2016
Colusa,Sutter,2016,310,240,40,30,0,0,0,0,0,0,0,0,0,0,0,0,0,0,CTPP_A302103_5YR_2016
Contra Costa,Sutter,2016,20,20,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,CTPP_A302103_5YR_2016
El Dorado,Sutter,2016,55,55,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,CTPP_A302103_5YR_2016
Fresno,Sutter,2016,20,0,20,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,CTPP_A302103_5YR_2016
Glenn,Sutter,2016,55,0,0,30,0,25,0,0,0,0,0,0,0,0,0,0,0,0,CTPP_A302103_5YR_2016
Humboldt,Sutter,2016,35,25,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,CTPP_A302103_5YR_2016
Los Angeles,Sutter,2016,15,15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,CTPP_A302103_5YR_2016
Marin,Sutter,2016,20,20,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,CTPP_A302103_5YR_2016
Mendocino,Sutter,2016,50,50,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,CTPP_A302103_5YR_2016
Merced,Sutter,2016,10,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,CTPP_A302103_5YR_2016
Nevada,Sutter,2016,195,180,15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,CTPP_A302103_5YR_2016
Placer,Sutter,2016,540,480,60,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,CTPP_A302103_5YR_2016
Riverside,Sutter,2016,10,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,CTPP_A302103_5YR_2016
Sacramento,Sutter,2016,1130,990,80,10,0,35,0,10,0,0,0,0,0,0,0,0,10,0,CTPP_A302103_5YR_2016
San Bernardino,Sutter,2016,10,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,CTPP_A302103_5YR_2016
San Diego,Sutter,2016,15,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,CTPP_A302103_5YR_2016
San Francisco,Sutter,2016,4,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,CTPP_A302103_5YR_2016
San Joaquin,Sutter,2016,55,10,45,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,CTPP_A302103_5YR_2016
San Mateo,Sutter,2016,10,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,CTPP_A302103_5YR_2016
Shasta,Sutter,2016,45,45,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,CTPP_A302103_5YR_2016
Siskiyou,Sutter,2016,10,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,CTPP_A302103_5YR_2016
Solano,Sutter,2016,35,0,0,0,35,0,0,0,0,0,0,0,0,0,0,0,0,0,CTPP_A302103_5YR_2016
Sutter,Sutter,2016,21775,16880,1435,425,220,125,30,100,0,0,0,0,135,645,0,25,105,1650,CTPP_A302103_5YR_2016
Tehama,Sutter,2016,20,20,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,CTPP_A302103_5YR_2016
Tulare,Sutter,2016,10,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,CTPP_A302103_5YR_2016
Yolo,Sutter,2016,235,210,15,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,CTPP_A302103_5YR_2016
Yuba,Sutter,2016,5490,4655,360,150,35,0,0,175,0,0,0,0,25,0,0,0,90,0,CTPP_A302103_5YR_2016
Butte,Tehama,2016,915,705,150,45,15,0,0,0,0,0,0,0,0,0,0,0,0,0,CTPP_A302103_5YR_2016
Colusa,Tehama,2016,10,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,CTPP_A302103_5YR_2016
Contra Costa,Tehama,2016,20,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,20,0,CTPP_A302103_5YR_2016
Glenn,Tehama,2016,760,535,220,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,CTPP_A302103_5YR_2016
Los Angeles,Tehama,2016,30,30,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,CTPP_A302103_5YR_2016
Madera,Tehama,2016,25,25,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,CTPP_A302103_5YR_2016
Mariposa,Tehama,2016,15,15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,CTPP_A302103_5YR_2016
Placer,Tehama,2016,30,30,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,CTPP_A302103_5YR_2016
Riverside,Tehama,2016,20,20,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,CTPP_A302103_5YR_2016
Sacramento,Tehama,2016,35,25,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,CTPP_A302103_5YR_2016
San Francisco,Tehama,2016,4,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,CTPP_A302103_5YR_2016
San Joaquin,Tehama,2016,40,10,30,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,CTPP_A302103_5YR_2016
San Mateo,Tehama,2016,25,10,15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,CTPP_A302103_5YR_2016
Santa Clara,Tehama,2016,40,20,0,0,0,0,0,20,0,0,0,0,0,0,0,0,0,0,CTPP_A302103_5YR_2016
Shasta,Tehama,2016,1820,1565,180,4,20,0,0,25,0,0,0,0,0,4,0,25,0,0,CTPP_A302103_5YR_2016
Siskiyou,Tehama,2016,4,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,CTPP_A302103_5YR_2016
Sutter,Tehama,2016,35,15,25,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,CTPP_A302103_5YR_2016
Tehama,Tehama,2016,15800,12430,1095,210,110,15,80,25,0,0,0,0,65,615,0,45,115,1000,CTPP_A302103_5YR_2016
Trinity,Tehama,2016,35,30,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,CTPP_A302103_5YR_2016
Tulare,Tehama,2016,10,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,CTPP_A302103_5YR_2016
Yolo,Tehama,2016,50,30,20,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,CTPP_A302103_5YR_2016
Butte,Trinity,2016,25,20,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,CTPP_A302103_5YR_2016
Humboldt,Trinity,2016,185,150,0,15,0,0,25,0,0,0,0,0,0,0,0,0,0,0,CTPP_A302103_5YR_2016
Mendocino,Trinity,2016,4,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,CTPP_A302103_5YR_2016
Napa,Trinity,2016,75,75,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,CTPP_A302103_5YR_2016
Riverside,Trinity,2016,80,70,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,CTPP_A302103_5YR_2016
Santa Barbara,Trinity,2016,4,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,CTPP_A302103_5YR_2016
Shasta,Trinity,2016,500,385,25,0,10,0,0,4,0,0,0,0,0,30,0,50,0,0,CTPP_A302103_5YR_2016
Siskiyou,Trinity,2016,15,15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,CTPP_A302103_5YR_2016
Solano,Trinity,2016,4,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,CTPP_A302103_5YR_2016
Tehama,Trinity,2016,15,15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,CTPP_A302103_5YR_2016
Trinity,Trinity,2016,4060,2745,280,4,4,0,4,20,0,0,25,0,70,250,0,0,70,590,CTPP_A302103_5YR_2016
Alameda,Tulare,2016,10,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,CTPP_A302103_5YR_2016
Amador,Tulare,2016,25,25,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,CTPP_A302103_5YR_2016
Fresno,Tulare,2016,8045,6545,605,260,195,95,120,0,0,25,0,0,35,30,0,4,130,0,CTPP_A302103_5YR_2016
Glenn,Tulare,2016,4,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,CTPP_A302103_5YR_2016
Kern,Tulare,2016,2470,1890,435,80,40,0,0,0,0,0,0,0,0,0,0,10,15,0,CTPP_A302103_5YR_2016
Kings,Tulare,2016,4010,3380,475,30,0,30,35,25,0,0,0,0,0,0,0,20,15,0,CTPP_A302103_5YR_2016
Los Angeles,Tulare,2016,210,180,10,0,0,15,0,0,0,0,0,0,0,0,0,0,10,0,CTPP_A302103_5YR_2016
Madera,Tulare,2016,130,115,15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,CTPP_A302103_5YR_2016
Merced,Tulare,2016,210,70,0,65,0,0,0,0,0,0,0,0,0,0,0,0,75,0,CTPP_A302103_5YR_2016
Monterey,Tulare,2016,15,0,0,0,0,0,0,0,0,0,0,0,0,15,0,0,0,0,CTPP_A302103_5YR_2016
Napa,Tulare,2016,30,4,15,0,15,0,0,0,0,0,0,0,0,0,0,0,0,0,CTPP_A302103_5YR_2016
Orange,Tulare,2016,80,80,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,CTPP_A302103_5YR_2016
Placer,Tulare,2016,40,40,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,CTPP_A302103_5YR_2016
Riverside,Tulare,2016,25,10,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,CTPP_A302103_5YR_2016
Sacramento,Tulare,2016,100,95,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,CTPP_A302103_5YR_2016
San Bernardino,Tulare,2016,75,75,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,CTPP_A302103_5YR_2016
San Diego,Tulare,2016,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,0,CTPP_A302103_5YR_2016
San Francisco,Tulare,2016,20,20,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,CTPP_A302103_5YR_2016
San Joaquin,Tulare,2016,55,40,0,0,0,0,15,0,0,0,0,0,0,0,0,0,0,0,CTPP_A302103_5YR_2016
San Luis Obispo,Tulare,2016,200,155,45,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,CTPP_A302103_5YR_2016
San Mateo,Tulare,2016,50,50,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,CTPP_A302103_5YR_2016
Santa Clara,Tulare,2016,15,15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,CTPP_A302103_5YR_2016
Santa Cruz,Tulare,2016,20,20,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,CTPP_A302103_5YR_2016
Shasta,Tulare,2016,25,25,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,CTPP_A302103_5YR_2016
Siskiyou,Tulare,2016,4,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,CTPP_A302103_5YR_2016
Solano,Tulare,2016,20,4,15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,CTPP_A302103_5YR_2016
Stanislaus,Tulare,2016,40,40,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,CTPP_A302103_5YR_2016
Tulare,Tulare,2016,141335,110085,13065,3285,2205,750,365,1085,35,0,0,0,900,2730,10,590,1655,4590,CTPP_A302103_5YR_2016
Ventura,Tulare,2016,80,80,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,CTPP_A302103_5YR_2016
Alameda,Tuolumne,2016,15,4,0,0,0,0,0,0,0,0,0,0,0,10,0,0,0,0,CTPP_A302103_5YR_2016
Calaveras,Tuolumne,2016,1070,945,80,25,0,0,0,0,0,0,0,0,0,10,0,10,0,0,CTPP_A302103_5YR_2016
Contra Costa,Tuolumne,2016,10,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,CTPP_A302103_5YR_2016
Fresno,Tuolumne,2016,90,50,0,0,0,0,0,0,0,0,0,0,40,0,0,0,0,0,CTPP_A302103_5YR_2016
Los Angeles,Tuolumne,2016,15,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,0,CTPP_A302103_5YR_2016
Madera,Tuolumne,2016,20,20,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,CTPP_A302103_5YR_2016
Mariposa,Tuolumne,2016,500,345,80,65,0,0,0,0,0,0,0,0,0,4,0,4,0,0,CTPP_A302103_5YR_2016
Merced,Tuolumne,2016,105,100,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,CTPP_A302103_5YR_2016
Nevada,Tuolumne,2016,4,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,CTPP_A302103_5YR_2016
Orange,Tuolumne,2016,10,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,CTPP_A302103_5YR_2016
Placer,Tuolumne,2016,30,4,0,20,0,0,0,0,0,0,0,0,0,0,0,0,0,0,CTPP_A302103_5YR_2016
Riverside,Tuolumne,2016,10,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,CTPP_A302103_5YR_2016
Sacramento,Tuolumne,2016,125,100,0,10,0,0,0,0,0,0,0,0,0,0,0,0,10,0,CTPP_A302103_5YR_2016
San Bernardino,Tuolumne,2016,4,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,CTPP_A302103_5YR_2016
San Francisco,Tuolumne,2016,10,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,CTPP_A302103_5YR_2016
San Joaquin,Tuolumne,2016,305,130,75,0,30,50,0,0,0,0,0,0,0,20,0,0,0,0,CTPP_A302103_5YR_2016
San Luis Obispo,Tuolumne,2016,15,15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,CTPP_A302103_5YR_2016
San Mateo,Tuolumne,2016,15,15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,CTPP_A302103_5YR_2016
Solano,Tuolumne,2016,20,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,20,0,CTPP_A302103_5YR_2016
Sonoma,Tuolumne,2016,10,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,CTPP_A302103_5YR_2016
Stanislaus,Tuolumne,2016,710,530,120,4,10,0,10,0,0,0,0,0,0,10,0,25,0,0,CTPP_A302103_5YR_2016
Tuolumne,Tuolumne,2016,16145,12605,1175,190,70,25,0,70,0,0,0,0,20,500,0,70,60,1370,CTPP_A302103_5YR_2016
Alameda,Ventura,2016,40,25,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,0,CTPP_A302103_5YR_2016
Amador,Ventura,2016,10,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,CTPP_A302103_5YR_2016
Contra Costa,Ventura,2016,20,20,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,CTPP_A302103_5YR_2016
Fresno,Ventura,2016,55,45,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,CTPP_A302103_5YR_2016
Inyo,Ventura,2016,4,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,CTPP_A302103_5YR_2016
Kern,Ventura,2016,475,470,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,CTPP_A302103_5YR_2016
Kings,Ventura,2016,15,0,15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,CTPP_A302103_5YR_2016
Lake,Ventura,2016,4,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,CTPP_A302103_5YR_2016
Los Angeles,Ventura,2016,38330,32030,3485,875,310,210,215,240,0,0,25,0,175,180,35,70,480,0,CTPP_A302103_5YR_2016
Merced,Ventura,2016,20,20,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,CTPP_A302103_5YR_2016
Mono,Ventura,2016,4,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,CTPP_A302103_5YR_2016
Monterey,Ventura,2016,35,25,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,CTPP_A302103_5YR_2016
Orange,Ventura,2016,850,755,80,0,4,0,0,0,0,0,0,0,15,0,0,0,0,0,CTPP_A302103_5YR_2016
Placer,Ventura,2016,10,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,CTPP_A302103_5YR_2016
Riverside,Ventura,2016,555,335,45,125,0,20,10,0,0,0,0,0,0,0,0,0,15,0,CTPP_A302103_5YR_2016
San Bernardino,Ventura,2016,565,425,85,15,0,10,0,0,10,0,0,0,0,0,0,10,4,0,CTPP_A302103_5YR_2016
San Diego,Ventura,2016,345,235,45,0,0,0,0,0,0,0,0,0,0,0,0,15,55,0,CTPP_A302103_5YR_2016
San Luis Obispo,Ventura,2016,180,180,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,CTPP_A302103_5YR_2016
San Mateo,Ventura,2016,30,30,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,CTPP_A302103_5YR_2016
Santa Barbara,Ventura,2016,2175,1895,185,35,20,0,0,20,0,0,4,10,0,10,0,0,0,0,CTPP_A302103_5YR_2016
Santa Clara,Ventura,2016,120,120,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,CTPP_A302103_5YR_2016
Santa Cruz,Ventura,2016,25,25,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,CTPP_A302103_5YR_2016
Solano,Ventura,2016,25,25,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,CTPP_A302103_5YR_2016
Sonoma,Ventura,2016,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,CTPP_A302103_5YR_2016
Tulare,Ventura,2016,105,105,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,CTPP_A302103_5YR_2016
Ventura,Ventura,2016,309345,234515,27620,6800,2855,835,405,2560,40,0,75,75,2410,7045,80,1160,1430,21435,CTPP_A302103_5YR_2016
Alameda,Yolo,2016,320,130,4,10,0,0,10,15,0,0,140,0,10,0,0,0,0,0,CTPP_A302103_5YR_2016
Amador,Yolo,2016,35,35,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,CTPP_A302103_5YR_2016
Butte,Yolo,2016,105,100,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,CTPP_A302103_5YR_2016
Calaveras,Yolo,2016,45,45,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,CTPP_A302103_5YR_2016
Colusa,Yolo,2016,970,795,115,30,15,15,0,0,0,0,0,0,0,0,0,0,0,0,CTPP_A302103_5YR_2016
Contra Costa,Yolo,2016,595,430,50,30,0,0,4,15,0,10,15,0,45,0,0,0,0,0,CTPP_A302103_5YR_2016
El Dorado,Yolo,2016,1040,865,180,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,CTPP_A302103_5YR_2016
Fresno,Yolo,2016,40,20,0,0,0,0,0,0,0,0,0,0,0,0,0,20,0,0,CTPP_A302103_5YR_2016
Glenn,Yolo,2016,95,75,0,0,0,0,0,0,0,0,0,0,15,0,0,0,0,0,CTPP_A302103_5YR_2016
Lake,Yolo,2016,110,75,0,0,0,0,0,0,0,0,0,0,0,30,0,0,0,0,CTPP_A302103_5YR_2016
Los Angeles,Yolo,2016,160,110,4,0,0,0,0,20,0,0,0,0,0,20,0,0,0,0,CTPP_A302103_5YR_2016
Marin,Yolo,2016,45,45,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,CTPP_A302103_5YR_2016
