Res_Geo_Short,Work_Geo_Short,Year,Total,Drove alone,2-person carpool,3-person carpool,4-person carpool,5-or-6-person carpool,7-or-more-person carpool,Bus,Streetcar or trolley,Subway,Railroad,Ferry,Bicycle,Walked,Taxi,Motorcycle,Other,Worked at home,Source
Modoc,Modoc,2016,2810,1855,120,70,55,0,0,15,0,0,0,0,4,215,0,0,20,455,CTPP_A302103_5YR_2016
Sacramento,Modoc,2016,4,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,CTPP_A302103_5YR_2016
San Francisco,Modoc,2016,10,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,CTPP_A302103_5YR_2016
Shasta,Modoc,2016,55,55,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,CTPP_A302103_5YR_2016
Siskiyou,Modoc,2016,30,25,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,CTPP_A302103_5YR_2016
El Dorado,Mono,2016,20,20,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,CTPP_A302103_5YR_2016
Inyo,Mono,2016,800,370,110,10,220,45,15,35,0,0,0,0,0,0,0,0,0,0,CTPP_A302103_5YR_2016
Kern,Mono,2016,4,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,CTPP_A302103_5YR_2016
Los Angeles,Mono,2016,100,40,60,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,CTPP_A302103_5YR_2016
Madera,Mono,2016,20,10,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,CTPP_A302103_5YR_2016
Mono,Mono,2016,7105,3030,310,95,50,55,40,1225,25,0,0,0,390,1005,0,0,0,875,CTPP_A302103_5YR_2016
San Diego,Mono,2016,30,15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15,0,CTPP_A302103_5YR_2016
Santa Barbara,Mono,2016,10,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,CTPP_A302103_5YR_2016
Yolo,Mono,2016,4,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,CTPP_A302103_5YR_2016
Alameda,Monterey,2016,340,295,0,20,0,0,0,0,0,0,0,0,0,10,0,10,10,0,CTPP_A302103_5YR_2016
Butte,Monterey,2016,15,0,0,0,15,0,0,0,0,0,0,0,0,0,0,0,0,0,CTPP_A302103_5YR_2016
Contra Costa,Monterey,2016,325,215,25,0,0,0,0,0,0,0,0,0,0,60,0,0,30,0,CTPP_A302103_5YR_2016
El Dorado,Monterey,2016,40,40,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,CTPP_A302103_5YR_2016
Fresno,Monterey,2016,450,370,4,0,0,0,0,50,0,0,0,0,4,15,0,0,0,0,CTPP_A302103_5YR_2016
Imperial,Monterey,2016,85,60,0,0,0,0,0,0,0,0,0,0,0,25,0,0,0,0,CTPP_A302103_5YR_2016
Kern,Monterey,2016,175,135,30,0,0,10,0,0,0,0,0,0,0,0,0,0,0,0,CTPP_A302103_5YR_2016
Kings,Monterey,2016,15,15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,CTPP_A302103_5YR_2016
Los Angeles,Monterey,2016,480,250,100,4,0,0,0,30,0,0,10,0,0,25,0,0,60,0,CTPP_A302103_5YR_2016
Madera,Monterey,2016,50,50,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,CTPP_A302103_5YR_2016
Mariposa,Monterey,2016,40,40,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,CTPP_A302103_5YR_2016
Merced,Monterey,2016,345,220,20,40,0,45,0,0,0,0,0,0,0,0,0,0,20,0,CTPP_A302103_5YR_2016
Monterey,Monterey,2016,161785,112890,13570,3040,1175,685,185,3390,0,0,30,0,1315,5470,80,360,11420,8175,CTPP_A302103_5YR_2016
Napa,Monterey,2016,10,4,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,CTPP_A302103_5YR_2016
Nevada,Monterey,2016,15,15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,CTPP_A302103_5YR_2016
Orange,Monterey,2016,40,15,20,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,CTPP_A302103_5YR_2016
Placer,Monterey,2016,120,110,4,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,CTPP_A302103_5YR_2016
Riverside,Monterey,2016,60,55,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,CTPP_A302103_5YR_2016
Sacramento,Monterey,2016,150,125,15,0,0,0,0,0,0,0,0,0,0,0,10,0,0,0,CTPP_A302103_5YR_2016
San Benito,Monterey,2016,2580,2335,135,60,25,20,0,0,0,0,0,0,0,4,0,4,0,0,CTPP_A302103_5YR_2016
San Bernardino,Monterey,2016,155,95,60,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,CTPP_A302103_5YR_2016
San Diego,Monterey,2016,260,225,15,0,15,0,0,0,0,0,0,0,0,0,0,0,4,0,CTPP_A302103_5YR_2016
San Joaquin,Monterey,2016,150,120,0,0,0,0,0,0,0,0,0,0,0,15,0,0,15,0,CTPP_A302103_5YR_2016
San Luis Obispo,Monterey,2016,1510,1020,160,70,80,60,65,25,0,0,0,0,0,4,0,0,25,0,CTPP_A302103_5YR_2016
San Mateo,Monterey,2016,75,75,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,CTPP_A302103_5YR_2016
Santa Barbara,Monterey,2016,105,100,4,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,CTPP_A302103_5YR_2016
Santa Clara,Monterey,2016,2820,2420,155,125,35,70,0,0,0,0,0,0,0,0,0,0,10,0,CTPP_A302103_5YR_2016
Santa Cruz,Monterey,2016,6490,5115,840,105,15,0,35,25,0,0,0,0,0,0,15,4,335,0,CTPP_A302103_5YR_2016
Shasta,Monterey,2016,40,40,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,CTPP_A302103_5YR_2016
Siskiyou,Monterey,2016,4,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,CTPP_A302103_5YR_2016
Solano,Monterey,2016,30,20,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,CTPP_A302103_5YR_2016
Sonoma,Monterey,2016,10,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,CTPP_A302103_5YR_2016
Stanislaus,Monterey,2016,65,45,20,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,CTPP_A302103_5YR_2016
Sutter,Monterey,2016,30,10,20,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,CTPP_A302103_5YR_2016
Tehama,Monterey,2016,4,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,CTPP_A302103_5YR_2016
Tulare,Monterey,2016,50,50,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,CTPP_A302103_5YR_2016
Tuolumne,Monterey,2016,10,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,CTPP_A302103_5YR_2016
Ventura,Monterey,2016,35,35,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,CTPP_A302103_5YR_2016
Yolo,Monterey,2016,4,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,CTPP_A302103_5YR_2016
Alameda,Napa,2016,305,265,30,4,0,10,0,0,0,0,0,0,0,0,0,0,0,0,CTPP_A302103_5YR_2016
Butte,Napa,2016,15,15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,CTPP_A302103_5YR_2016
Calaveras,Napa,2016,45,45,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,CTPP_A302103_5YR_2016
Contra Costa,Napa,2016,1670,1605,45,0,4,20,0,0,0,0,0,0,0,0,0,0,0,0,CTPP_A302103_5YR_2016
El Dorado,Napa,2016,110,110,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,CTPP_A302103_5YR_2016
Fresno,Napa,2016,25,25,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,CTPP_A302103_5YR_2016
Lake,Napa,2016,1370,1130,120,0,105,0,0,0,0,0,0,0,0,15,0,0,0,0,CTPP_A302103_5YR_2016
Lassen,Napa,2016,4,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,CTPP_A302103_5YR_2016
Los Angeles,Napa,2016,45,45,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,CTPP_A302103_5YR_2016
Marin,Napa,2016,505,420,15,50,0,0,0,0,0,0,0,0,0,20,0,0,0,0,CTPP_A302103_5YR_2016
Mendocino,Napa,2016,30,30,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,CTPP_A302103_5YR_2016
Merced,Napa,2016,20,20,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,CTPP_A302103_5YR_2016
Monterey,Napa,2016,10,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,CTPP_A302103_5YR_2016
Napa,Napa,2016,52865,39165,4420,760,300,360,10,550,0,4,0,0,490,2630,0,60,195,3930,CTPP_A302103_5YR_2016
Nevada,Napa,2016,20,10,0,0,0,0,0,0,0,0,0,0,0,10,0,0,0,0,CTPP_A302103_5YR_2016
Orange,Napa,2016,30,15,0,0,0,0,0,0,0,0,0,0,0,15,0,0,0,0,CTPP_A302103_5YR_2016
Placer,Napa,2016,95,80,15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,CTPP_A302103_5YR_2016
Plumas,Napa,2016,30,30,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,CTPP_A302103_5YR_2016
Riverside,Napa,2016,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,CTPP_A302103_5YR_2016
Sacramento,Napa,2016,480,400,45,40,0,0,0,0,0,0,0,0,0,0,0,0,0,0,CTPP_A302103_5YR_2016
San Bernardino,Napa,2016,20,0,0,0,0,0,0,0,0,0,0,0,0,20,0,0,0,0,CTPP_A302103_5YR_2016
San Diego,Napa,2016,10,10,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,CTPP_A302103_5YR_2016
San Francisco,Napa,2016,235,195,30,0,0,0,10,0,0,0,0,0,0,0,0,0,0,0,CTPP_A302103_5YR_2016
San Joaquin,Napa,2016,330,155,70,0,45,0,65,0,0,0,0,0,0,0,0,0,0,0,CTPP_A302103_5YR_2016
San Mateo,Napa,2016,125,95,15,0,0,0,0,0,0,0,0,0,0,0,0,0,15,0,CTPP_A302103_5YR_2016
Santa Clara,Napa,2016,65,10,35,0,0,0,0,0,0,0,0,0,0,0,0,0,25,0,CTPP_A302103_5YR_2016
Santa Cruz,Napa,2016,55,40,0,0,20,0,0,0,0,0,0,0,0,0,0,0,0,0,CTPP_A302103_5YR_2016
Shasta,Napa,2016,30,30,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,CTPP_A302103_5YR_2016
Solano,Napa,2016,12660,10495,1280,235,220,150,10,130,0,0,0,0,0,0,0,35,100,0,CTPP_A302103_5YR_2016
Sonoma,Napa,2016,4165,3590,405,40,25,0,25,45,0,0,0,0,0,15,0,25,0,0,CTPP_A302103_5YR_2016
Stanislaus,Napa,2016,55,35,0,20,0,0,0,0,0,0,0,0,0,0,0,0,0,0,CTPP_A302103_5YR_2016
Sutter,Napa,2016,130,30,15,25,65,0,0,0,0,0,0,0,0,0,0,0,0,0,CTPP_A302103_5YR_2016
Tuolumne,Napa,2016,4,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,CTPP_A302103_5YR_2016
Yolo,Napa,2016,340,260,20,20,0,0,0,0,0,0,0,0,35,0,0,0,0,0,CTPP_A302103_5YR_2016
Yuba,Napa,2016,35,0,0,0,0,0,35,0,0,0,0,0,0,0,0,0,0,0,CTPP_A302103_5YR_2016
Alameda,Nevada,2016,25,0,25,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,CTPP_A302103_5YR_2016
Amador,Nevada,2016,10,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,CTPP_A302103_5YR_2016
Butte,Nevada,2016,50,35,4,0,4,0,4,0,0,0,0,0,0,0,0,0,0,0,CTPP_A302103_5YR_2016
El Dorado,Nevada,2016,280,280,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,CTPP_A302103_5YR_2016
Lake,Nevada,2016,25,25,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,CTPP_A302103_5YR_2016
Lassen,Nevada,2016,4,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,CTPP_A302103_5YR_2016
Los Angeles,Nevada,2016,65,50,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,CTPP_A302103_5YR_2016
Merced,Nevada,2016,45,45,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,CTPP_A302103_5YR_2016
Napa,Nevada,2016,4,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,CTPP_A302103_5YR_2016
Nevada,Nevada,2016,29530,20985,1795,350,25,130,20,280,0,0,0,0,350,985,15,60,355,4180,CTPP_A302103_5YR_2016
Placer,Nevada,2016,3125,2700,280,40,0,20,0,25,0,0,0,0,0,0,0,0,60,0,CTPP_A302103_5YR_2016
Plumas,Nevada,2016,35,20,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,CTPP_A302103_5YR_2016
Riverside,Nevada,2016,15,15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,CTPP_A302103_5YR_2016
Sacramento,Nevada,2016,245,215,30,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,CTPP_A302103_5YR_2016
San Bernardino,Nevada,2016,20,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,0,CTPP_A302103_5YR_2016
San Diego,Nevada,2016,10,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,CTPP_A302103_5YR_2016
San Joaquin,Nevada,2016,10,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,CTPP_A302103_5YR_2016
San Mateo,Nevada,2016,10,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,CTPP_A302103_5YR_2016
Santa Clara,Nevada,2016,25,25,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,CTPP_A302103_5YR_2016
Santa Cruz,Nevada,2016,20,0,0,0,0,0,0,0,0,0,0,0,0,20,0,0,0,0,CTPP_A302103_5YR_2016
Shasta,Nevada,2016,40,40,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,CTPP_A302103_5YR_2016
Sierra,Nevada,2016,120,95,20,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,CTPP_A302103_5YR_2016
Siskiyou,Nevada,2016,35,30,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,CTPP_A302103_5YR_2016
Sonoma,Nevada,2016,30,30,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,CTPP_A302103_5YR_2016
Stanislaus,Nevada,2016,35,35,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,CTPP_A302103_5YR_2016
Sutter,Nevada,2016,210,110,100,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,CTPP_A302103_5YR_2016
Ventura,Nevada,2016,15,15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,CTPP_A302103_5YR_2016
Yolo,Nevada,2016,20,20,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,CTPP_A302103_5YR_2016
Yuba,Nevada,2016,970,750,170,45,0,0,0,0,0,0,0,0,0,0,0,0,0,0,CTPP_A302103_5YR_2016
Alameda,Orange,2016,180,130,0,0,0,0,0,4,0,0,0,0,0,4,0,0,35,0,CTPP_A302103_5YR_2016
Butte,Orange,2016,25,20,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,CTPP_A302103_5YR_2016
Contra Costa,Orange,2016,180,145,15,0,0,0,0,4,0,0,0,0,0,0,0,0,25,0,CTPP_A302103_5YR_2016
Del Norte,Orange,2016,15,15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,CTPP_A302103_5YR_2016
El Dorado,Orange,2016,30,25,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,CTPP_A302103_5YR_2016
Fresno,Orange,2016,180,115,30,0,0,0,0,25,0,0,0,0,0,0,0,0,10,0,CTPP_A302103_5YR_2016
Humboldt,Orange,2016,4,4,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,CTPP_A302103_5YR_2016
Imperial,Orange,2016,10,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,CTPP_A302103_5YR_2016
Inyo,Orange,2016,4,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,CTPP_A302103_5YR_2016
Kern,Orange,2016,370,320,10,0,0,0,20,4,0,0,0,0,0,15,0,0,0,0,CTPP_A302103_5YR_2016
Kings,Orange,2016,15,15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,CTPP_A302103_5YR_2016
Los Angeles,Orange,2016,191625,164455,15570,3485,1265,525,315,2490,20,125,435,20,515,715,35,490,1165,0,CTPP_A302103_5YR_2016
Madera,Orange,2016,35,20,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15,0,CTPP_A302103_5YR_2016
Marin,Orange,2016,15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15,0,CTPP_A302103_5YR_2016
Mendocino,Orange,2016,10,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,CTPP_A302103_5YR_2016
Mono,Orange,2016,15,15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,CTPP_A302103_5YR_2016
Monterey,Orange,2016,75,75,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,CTPP_A302103_5YR_2016
Napa,Orange,2016,4,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,CTPP_A302103_5YR_2016
Nevada,Orange,2016,55,55,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,CTPP_A302103_5YR_2016
Orange,Orange,2016,1265070,982135,94975,14400,5530,2255,1520,28440,185,130,935,135,12505,27540,575,3865,9140,80810,CTPP_A302103_5YR_2016
Placer,Orange,2016,135,75,10,0,0,0,0,25,0,0,0,0,0,20,0,0,4,0,CTPP_A302103_5YR_2016
Riverside,Orange,2016,74590,55010,10995,2600,1310,660,680,565,20,70,1665,0,50,155,0,425,385,0,CTPP_A302103_5YR_2016
Sacramento,Orange,2016,285,200,0,0,0,0,0,10,0,0,0,0,0,55,0,0,15,0,CTPP_A302103_5YR_2016
San Benito,Orange,2016,15,15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,CTPP_A302103_5YR_2016
San Bernardino,Orange,2016,36380,29160,4585,800,580,160,180,45,0,45,255,0,45,100,25,170,225,0,CTPP_A302103_5YR_2016
San Diego,Orange,2016,13305,10465,1230,185,160,210,110,105,4,4,465,0,20,30,10,195,115,0,CTPP_A302103_5YR_2016
San Francisco,Orange,2016,70,30,4,0,0,0,0,0,0,0,0,0,0,15,0,0,20,0,CTPP_A302103_5YR_2016
San Joaquin,Orange,2016,100,85,0,0,0,0,0,0,0,0,0,0,4,0,0,0,4,0,CTPP_A302103_5YR_2016
San Luis Obispo,Orange,2016,95,45,35,0,0,0,0,0,0,0,15,0,0,0,0,0,0,0,CTPP_A302103_5YR_2016
San Mateo,Orange,2016,110,75,0,10,0,0,0,0,0,0,0,0,0,0,0,0,25,0,CTPP_A302103_5YR_2016
Santa Barbara,Orange,2016,155,115,25,4,0,0,0,0,0,0,0,0,0,10,0,0,0,0,CTPP_A302103_5YR_2016
Santa Clara,Orange,2016,385,250,15,0,4,0,0,50,0,0,0,0,0,0,0,0,65,0,CTPP_A302103_5YR_2016
Santa Cruz,Orange,2016,10,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,CTPP_A302103_5YR_2016
Shasta,Orange,2016,15,15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,CTPP_A302103_5YR_2016
Solano,Orange,2016,10,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,CTPP_A302103_5YR_2016
Sonoma,Orange,2016,90,40,0,0,0,0,0,10,0,0,0,0,0,15,0,0,20,0,CTPP_A302103_5YR_2016
Stanislaus,Orange,2016,45,40,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,CTPP_A302103_5YR_2016
Tulare,Orange,2016,90,60,15,0,0,10,0,0,0,0,0,0,0,0,0,0,0,0,CTPP_A302103_5YR_2016
Ventura,Orange,2016,1205,1050,80,0,25,0,0,0,0,0,50,0,0,0,0,0,0,0,CTPP_A302103_5YR_2016
Yolo,Orange,2016,15,15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,CTPP_A302103_5YR_2016
Alameda,Placer,2016,155,90,55,0,0,0,0,10,0,0,0,0,0,0,0,0,0,0,CTPP_A302103_5YR_2016
Amador,Placer,2016,255,175,25,0,0,0,0,0,0,0,0,0,0,55,0,0,0,0,CTPP_A302103_5YR_2016
Butte,Placer,2016,195,170,15,15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,CTPP_A302103_5YR_2016
Calaveras,Placer,2016,10,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,CTPP_A302103_5YR_2016
Colusa,Placer,2016,45,45,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,CTPP_A302103_5YR_2016
Contra Costa,Placer,2016,85,60,0,25,0,0,0,0,0,0,0,0,0,0,0,0,0,0,CTPP_A302103_5YR_2016
El Dorado,Placer,2016,3970,3590,275,55,0,0,20,15,0,0,0,10,0,0,0,0,10,0,CTPP_A302103_5YR_2016
Fresno,Placer,2016,115,65,40,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,CTPP_A302103_5YR_2016
Los Angeles,Placer,2016,175,85,15,0,0,0,0,10,0,0,0,0,30,15,0,0,25,0,CTPP_A302103_5YR_2016
Madera,Placer,2016,25,0,25,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,CTPP_A302103_5YR_2016
Marin,Placer,2016,95,70,0,25,0,0,0,0,0,0,0,0,0,0,0,0,0,0,CTPP_A302103_5YR_2016
Mariposa,Placer,2016,25,25,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,CTPP_A302103_5YR_2016
Merced,Placer,2016,50,40,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,CTPP_A302103_5YR_2016
Monterey,Placer,2016,4,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,CTPP_A302103_5YR_2016
Napa,Placer,2016,15,15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,CTPP_A302103_5YR_2016
Nevada,Placer,2016,5240,4750,255,50,0,15,40,70,0,0,0,0,25,0,0,0,35,0,CTPP_A302103_5YR_2016
Orange,Placer,2016,80,80,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,CTPP_A302103_5YR_2016
Placer,Placer,2016,101345,76060,5760,930,515,160,20,700,0,10,65,15,855,2255,4,390,520,13090,CTPP_A302103_5YR_2016
Plumas,Placer,2016,30,25,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,CTPP_A302103_5YR_2016
Riverside,Placer,2016,40,30,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,CTPP_A302103_5YR_2016
Sacramento,Placer,2016,41720,36490,3475,630,145,165,60,300,0,0,20,0,50,140,0,110,135,0,CTPP_A302103_5YR_2016
San Bernardino,Placer,2016,50,50,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,CTPP_A302103_5YR_2016
San Diego,Placer,2016,15,15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,CTPP_A302103_5YR_2016
San Francisco,Placer,2016,105,85,0,0,0,0,0,0,0,0,0,0,0,20,0,0,0,0,CTPP_A302103_5YR_2016
San Joaquin,Placer,2016,340,300,35,4,4,0,0,0,0,0,0,0,0,0,0,0,0,0,CTPP_A302103_5YR_2016
San Luis Obispo,Placer,2016,20,20,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,CTPP_A302103_5YR_2016
San Mateo,Placer,2016,50,25,0,0,0,0,0,25,0,0,0,0,0,0,0,0,0,0,CTPP_A302103_5YR_2016
Santa Barbara,Placer,2016,10,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,CTPP_A302103_5YR_2016
Santa Clara,Placer,2016,90,90,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,CTPP_A302103_5YR_2016
Santa Cruz,Placer,2016,25,25,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,CTPP_A302103_5YR_2016
Shasta,Placer,2016,10,10,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,CTPP_A302103_5YR_2016
Sierra,Placer,2016,50,50,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,CTPP_A302103_5YR_2016
Siskiyou,Placer,2016,15,15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,CTPP_A302103_5YR_2016
Solano,Placer,2016,220,195,25,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,CTPP_A302103_5YR_2016
Sonoma,Placer,2016,25,20,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,CTPP_A302103_5YR_2016
Stanislaus,Placer,2016,130,130,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,CTPP_A302103_5YR_2016
Sutter,Placer,2016,1475,1105,120,95,45,70,0,20,0,0,0,0,0,0,0,0,20,0,CTPP_A302103_5YR_2016
Tehama,Placer,2016,155,155,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,CTPP_A302103_5YR_2016
Yolo,Placer,2016,1150,1090,60,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,CTPP_A302103_5YR_2016
Yuba,Placer,2016,2415,1890,320,70,70,20,0,4,0,0,0,0,0,0,0,40,0,0,CTPP_A302103_5YR_2016
Butte,Plumas,2016,65,45,20,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,CTPP_A302103_5YR_2016
El Dorado,Plumas,2016,15,15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,CTPP_A302103_5YR_2016
Glenn,Plumas,2016,4,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,CTPP_A302103_5YR_2016
Kern,Plumas,2016,25,15,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,CTPP_A302103_5YR_2016
Lassen,Plumas,2016,390,330,35,15,0,0,10,0,0,0,0,0,0,0,0,0,0,0,CTPP_A302103_5YR_2016
Los Angeles,Plumas,2016,30,20,0,0,0,0,0,4,0,0,0,0,0,4,0,0,0,0,CTPP_A302103_5YR_2016
Orange,Plumas,2016,15,10,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,CTPP_A302103_5YR_2016
Placer,Plumas,2016,45,45,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,CTPP_A302103_5YR_2016
Plumas,Plumas,2016,6275,4860,475,90,35,0,20,10,0,0,0,0,65,235,0,45,35,410,CTPP_A302103_5YR_2016
Riverside,Plumas,2016,10,0,0,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,CTPP_A302103_5YR_2016
Sacramento,Plumas,2016,4,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,CTPP_A302103_5YR_2016
San Joaquin,Plumas,2016,15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15,0,CTPP_A302103_5YR_2016
San Mateo,Plumas,2016,85,65,25,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,CTPP_A302103_5YR_2016
Santa Clara,Plumas,2016,25,25,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,CTPP_A302103_5YR_2016
Shasta,Plumas,2016,75,75,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,CTPP_A302103_5YR_2016
